sample,model,condition,words,meanings,response,accuracy,memory_size
4102,might,2,b,B,B,1,9.5
4102,might,2,c,C,C,1,9.5
4102,might,2,d,D,D,1,9.5
4102,might,2,e,E,E,1,9.5
4102,might,2,f,F,F,1,9.5
4102,might,2,g,G,G,1,9.5
4102,might,2,h,H,H,1,9.5
4102,might,2,i,I,K,0,9.5
4102,might,2,j,J,J,1,9.5
4102,might,2,k,K,K,1,9.5
4102,might,2,l,L,L,1,9.5
4102,might,2,m,M,M,1,9.5
4102,might,2,n,N,M,0,9.5
4102,might,2,o,O,O,1,9.5
4102,might,2,p,P,P,1,9.5
4102,might,2,q,Q,N,0,9.5
4102,might,2,r,R,R,1,9.5
4103,might,2,a,A,I,0,9.5
4103,might,2,b,B,B,1,9.5
4103,might,2,c,C,C,1,9.5
4103,might,2,d,D,D,1,9.5
4103,might,2,e,E,E,1,9.5
4103,might,2,f,F,F,1,9.5
4103,might,2,g,G,G,1,9.5
4103,might,2,h,H,H,1,9.5
4103,might,2,i,I,I,1,9.5
4103,might,2,j,J,J,1,9.5
4103,might,2,k,K,K,1,9.5
4103,might,2,l,L,L,1,9.5
4103,might,2,m,M,M,1,9.5
4103,might,2,n,N,N,1,9.5
4103,might,2,o,O,O,1,9.5
4103,might,2,p,P,P,1,9.5
4103,might,2,q,Q,Q,1,9.5
4103,might,2,r,R,R,1,9.5
4104,might,2,a,A,A,1,9.5
4104,might,2,b,B,B,1,9.5
4104,might,2,c,C,C,1,9.5
4104,might,2,d,D,D,1,9.5
4104,might,2,e,E,E,1,9.5
4104,might,2,f,F,F,1,9.5
4104,might,2,g,G,G,1,9.5
4104,might,2,h,H,H,1,9.5
4104,might,2,i,I,I,1,9.5
4104,might,2,j,J,J,1,9.5
4104,might,2,k,K,G,0,9.5
4104,might,2,l,L,L,1,9.5
4104,might,2,m,M,M,1,9.5
4104,might,2,n,N,N,1,9.5
4104,might,2,o,O,O,1,9.5
4104,might,2,p,P,P,1,9.5
4104,might,2,q,Q,Q,1,9.5
4104,might,2,r,R,R,1,9.5
4105,might,2,a,A,A,1,9.5
4105,might,2,b,B,B,1,9.5
4105,might,2,c,C,C,1,9.5
4105,might,2,d,D,A,0,9.5
4105,might,2,e,E,E,1,9.5
4105,might,2,f,F,F,1,9.5
4105,might,2,g,G,G,1,9.5
4105,might,2,h,H,H,1,9.5
4105,might,2,i,I,I,1,9.5
4105,might,2,j,J,J,1,9.5
4105,might,2,k,K,K,1,9.5
4105,might,2,l,L,L,1,9.5
4105,might,2,m,M,M,1,9.5
4105,might,2,n,N,N,1,9.5
4105,might,2,o,O,O,1,9.5
4105,might,2,p,P,P,1,9.5
4105,might,2,q,Q,A,0,9.5
4105,might,2,r,R,R,1,9.5
4106,might,2,a,A,H,0,9.5
4106,might,2,b,B,B,1,9.5
4106,might,2,c,C,E,0,9.5
4106,might,2,d,D,D,1,9.5
4106,might,2,e,E,E,1,9.5
4106,might,2,f,F,F,1,9.5
4106,might,2,g,G,N,0,9.5
4106,might,2,h,H,H,1,9.5
4106,might,2,i,I,I,1,9.5
4106,might,2,j,J,J,1,9.5
4106,might,2,k,K,K,1,9.5
4106,might,2,l,L,L,1,9.5
4106,might,2,m,M,O,0,9.5
4106,might,2,n,N,B,0,9.5
4106,might,2,o,O,O,1,9.5
4106,might,2,p,P,P,1,9.5
4106,might,2,q,Q,Q,1,9.5
4106,might,2,r,R,R,1,9.5
4107,might,2,a,A,A,1,9.5
4107,might,2,b,B,B,1,9.5
4107,might,2,c,C,C,1,9.5
4107,might,2,d,D,D,1,9.5
4107,might,2,e,E,E,1,9.5
4107,might,2,f,F,F,1,9.5
4107,might,2,g,G,G,1,9.5
4107,might,2,h,H,H,1,9.5
4107,might,2,i,I,I,1,9.5
4107,might,2,j,J,J,1,9.5
4107,might,2,k,K,K,1,9.5
4107,might,2,l,L,L,1,9.5
4107,might,2,m,M,M,1,9.5
4107,might,2,n,N,N,1,9.5
4107,might,2,o,O,O,1,9.5
4107,might,2,p,P,P,1,9.5
4107,might,2,q,Q,Q,1,9.5
4107,might,2,r,R,R,1,9.5
4108,might,2,a,A,A,1,9.5
4108,might,2,b,B,B,1,9.5
4108,might,2,c,C,C,1,9.5
4108,might,2,d,D,D,1,9.5
4108,might,2,e,E,E,1,9.5
4108,might,2,f,F,F,1,9.5
4108,might,2,g,G,G,1,9.5
4108,might,2,h,H,H,1,9.5
4108,might,2,i,I,I,1,9.5
4108,might,2,j,J,J,1,9.5
4108,might,2,k,K,K,1,9.5
4108,might,2,l,L,L,1,9.5
4108,might,2,m,M,M,1,9.5
4108,might,2,n,N,N,1,9.5
4108,might,2,o,O,O,1,9.5
4108,might,2,p,P,P,1,9.5
4108,might,2,q,Q,R,0,9.5
4108,might,2,r,R,R,1,9.5
4109,might,2,a,A,A,1,9.5
4109,might,2,b,B,B,1,9.5
4109,might,2,c,C,C,1,9.5
4109,might,2,d,D,D,1,9.5
4109,might,2,e,E,E,1,9.5
4109,might,2,f,F,F,1,9.5
4109,might,2,g,G,G,1,9.5
4109,might,2,h,H,H,1,9.5
4109,might,2,i,I,I,1,9.5
4109,might,2,j,J,J,1,9.5
4109,might,2,k,K,K,1,9.5
4109,might,2,l,L,L,1,9.5
4109,might,2,m,M,M,1,9.5
4109,might,2,n,N,N,1,9.5
4109,might,2,o,O,O,1,9.5
4109,might,2,p,P,P,1,9.5
4109,might,2,q,Q,Q,1,9.5
4109,might,2,r,R,R,1,9.5
4110,might,2,a,A,A,1,9.5
4110,might,2,b,B,B,1,9.5
4110,might,2,c,C,C,1,9.5
4110,might,2,d,D,D,1,9.5
4110,might,2,e,E,E,1,9.5
4110,might,2,f,F,F,1,9.5
4110,might,2,g,G,G,1,9.5
4110,might,2,h,H,H,1,9.5
4110,might,2,i,I,I,1,9.5
4110,might,2,j,J,J,1,9.5
4110,might,2,k,K,K,1,9.5
4110,might,2,l,L,L,1,9.5
4110,might,2,m,M,M,1,9.5
4110,might,2,n,N,N,1,9.5
4110,might,2,o,O,O,1,9.5
4110,might,2,p,P,P,1,9.5
4110,might,2,q,Q,Q,1,9.5
4110,might,2,r,R,R,1,9.5
4111,might,2,a,A,A,1,9.5
4111,might,2,b,B,A,0,9.5
4111,might,2,c,C,C,1,9.5
4111,might,2,d,D,D,1,9.5
4111,might,2,e,E,E,1,9.5
4111,might,2,f,F,F,1,9.5
4111,might,2,g,G,G,1,9.5
4111,might,2,h,H,H,1,9.5
4111,might,2,i,I,I,1,9.5
4111,might,2,j,J,J,1,9.5
4111,might,2,k,K,K,1,9.5
4111,might,2,l,L,L,1,9.5
4111,might,2,m,M,M,1,9.5
4111,might,2,n,N,N,1,9.5
4111,might,2,o,O,O,1,9.5
4111,might,2,p,P,P,1,9.5
4111,might,2,q,Q,O,0,9.5
4111,might,2,r,R,R,1,9.5
4112,might,2,a,A,A,1,9.5
4112,might,2,b,B,B,1,9.5
4112,might,2,c,C,C,1,9.5
4112,might,2,d,D,D,1,9.5
4112,might,2,e,E,E,1,9.5
4112,might,2,f,F,F,1,9.5
4112,might,2,g,G,G,1,9.5
4112,might,2,h,H,H,1,9.5
4112,might,2,i,I,I,1,9.5
4112,might,2,j,J,J,1,9.5
4112,might,2,k,K,K,1,9.5
4112,might,2,l,L,K,0,9.5
4112,might,2,m,M,N,0,9.5
4112,might,2,n,N,N,1,9.5
4112,might,2,o,O,O,1,9.5
4112,might,2,p,P,P,1,9.5
4112,might,2,q,Q,Q,1,9.5
4112,might,2,r,R,R,1,9.5
4113,might,2,a,A,A,1,9.5
4113,might,2,b,B,B,1,9.5
4113,might,2,c,C,C,1,9.5
4113,might,2,d,D,D,1,9.5
4113,might,2,e,E,E,1,9.5
4113,might,2,f,F,F,1,9.5
4113,might,2,g,G,G,1,9.5
4113,might,2,h,H,H,1,9.5
4113,might,2,i,I,I,1,9.5
4113,might,2,j,J,J,1,9.5
4113,might,2,k,K,K,1,9.5
4113,might,2,l,L,L,1,9.5
4113,might,2,m,M,M,1,9.5
4113,might,2,n,N,N,1,9.5
4113,might,2,o,O,O,1,9.5
4113,might,2,p,P,P,1,9.5
4113,might,2,q,Q,Q,1,9.5
4113,might,2,r,R,R,1,9.5
4114,might,2,a,A,A,1,9.5
4114,might,2,b,B,B,1,9.5
4114,might,2,c,C,C,1,9.5
4114,might,2,d,D,F,0,9.5
4114,might,2,e,E,E,1,9.5
4114,might,2,f,F,H,0,9.5
4114,might,2,g,G,G,1,9.5
4114,might,2,h,H,H,1,9.5
4114,might,2,i,I,Q,0,9.5
4114,might,2,j,J,J,1,9.5
4114,might,2,k,K,K,1,9.5
4114,might,2,l,L,L,1,9.5
4114,might,2,m,M,M,1,9.5
4114,might,2,n,N,N,1,9.5
4114,might,2,o,O,F,0,9.5
4114,might,2,p,P,P,1,9.5
4114,might,2,q,Q,Q,1,9.5
4114,might,2,r,R,R,1,9.5
4115,might,2,a,A,A,1,9.5
4115,might,2,b,B,B,1,9.5
4115,might,2,c,C,C,1,9.5
4115,might,2,d,D,D,1,9.5
4115,might,2,e,E,E,1,9.5
4115,might,2,f,F,F,1,9.5
4115,might,2,g,G,G,1,9.5
4115,might,2,h,H,H,1,9.5
4115,might,2,i,I,M,0,9.5
4115,might,2,j,J,J,1,9.5
4115,might,2,k,K,K,1,9.5
4115,might,2,l,L,L,1,9.5
4115,might,2,m,M,M,1,9.5
4115,might,2,n,N,R,0,9.5
4115,might,2,o,O,O,1,9.5
4115,might,2,p,P,P,1,9.5
4115,might,2,q,Q,Q,1,9.5
4115,might,2,r,R,R,1,9.5
4116,might,2,a,A,A,1,9.5
4116,might,2,b,B,B,1,9.5
4116,might,2,c,C,B,0,9.5
4116,might,2,d,D,D,1,9.5
4116,might,2,e,E,E,1,9.5
4116,might,2,f,F,F,1,9.5
4116,might,2,g,G,G,1,9.5
4116,might,2,h,H,H,1,9.5
4116,might,2,i,I,P,0,9.5
4116,might,2,j,J,J,1,9.5
4116,might,2,k,K,Q,0,9.5
4116,might,2,l,L,L,1,9.5
4116,might,2,m,M,M,1,9.5
4116,might,2,n,N,K,0,9.5
4116,might,2,o,O,O,1,9.5
4116,might,2,p,P,P,1,9.5
4116,might,2,q,Q,Q,1,9.5
4116,might,2,r,R,R,1,9.5
4117,might,2,a,A,A,1,9.5
4117,might,2,b,B,B,1,9.5
4117,might,2,c,C,C,1,9.5
4117,might,2,d,D,D,1,9.5
4117,might,2,e,E,E,1,9.5
4117,might,2,f,F,E,0,9.5
4117,might,2,g,G,G,1,9.5
4117,might,2,h,H,H,1,9.5
4117,might,2,i,I,I,1,9.5
4117,might,2,j,J,J,1,9.5
4117,might,2,k,K,K,1,9.5
4117,might,2,l,L,L,1,9.5
4117,might,2,m,M,M,1,9.5
4117,might,2,n,N,N,1,9.5
4117,might,2,o,O,O,1,9.5
4117,might,2,p,P,P,1,9.5
4117,might,2,q,Q,Q,1,9.5
4117,might,2,r,R,R,1,9.5
4118,might,2,a,A,A,1,9.5
4118,might,2,b,B,B,1,9.5
4118,might,2,c,C,C,1,9.5
4118,might,2,d,D,D,1,9.5
4118,might,2,e,E,E,1,9.5
4118,might,2,f,F,F,1,9.5
4118,might,2,g,G,G,1,9.5
4118,might,2,h,H,H,1,9.5
4118,might,2,i,I,I,1,9.5
4118,might,2,j,J,J,1,9.5
4118,might,2,k,K,K,1,9.5
4118,might,2,l,L,L,1,9.5
4118,might,2,m,M,M,1,9.5
4118,might,2,n,N,N,1,9.5
4118,might,2,o,O,O,1,9.5
4118,might,2,p,P,P,1,9.5
4118,might,2,q,Q,Q,1,9.5
4118,might,2,r,R,R,1,9.5
4119,might,2,a,A,A,1,9.5
4119,might,2,b,B,B,1,9.5
4119,might,2,c,C,C,1,9.5
4119,might,2,d,D,D,1,9.5
4119,might,2,e,E,E,1,9.5
4119,might,2,f,F,F,1,9.5
4119,might,2,g,G,G,1,9.5
4119,might,2,h,H,H,1,9.5
4119,might,2,i,I,I,1,9.5
4119,might,2,j,J,J,1,9.5
4119,might,2,k,K,K,1,9.5
4119,might,2,l,L,L,1,9.5
4119,might,2,m,M,M,1,9.5
4119,might,2,n,N,N,1,9.5
4119,might,2,o,O,O,1,9.5
4119,might,2,p,P,P,1,9.5
4119,might,2,q,Q,P,0,9.5
4119,might,2,r,R,R,1,9.5
4120,might,2,a,A,A,1,9.5
4120,might,2,b,B,B,1,9.5
4120,might,2,c,C,C,1,9.5
4120,might,2,d,D,D,1,9.5
4120,might,2,e,E,H,0,9.5
4120,might,2,f,F,F,1,9.5
4120,might,2,g,G,G,1,9.5
4120,might,2,h,H,H,1,9.5
4120,might,2,i,I,I,1,9.5
4120,might,2,j,J,J,1,9.5
4120,might,2,k,K,I,0,9.5
4120,might,2,l,L,P,0,9.5
4120,might,2,m,M,M,1,9.5
4120,might,2,n,N,N,1,9.5
4120,might,2,o,O,O,1,9.5
4120,might,2,p,P,P,1,9.5
4120,might,2,q,Q,Q,1,9.5
4120,might,2,r,R,R,1,9.5
4121,might,2,a,A,A,1,9.5
4121,might,2,b,B,B,1,9.5
4121,might,2,c,C,C,1,9.5
4121,might,2,d,D,D,1,9.5
4121,might,2,e,E,E,1,9.5
4121,might,2,f,F,F,1,9.5
4121,might,2,g,G,R,0,9.5
4121,might,2,h,H,H,1,9.5
4121,might,2,i,I,I,1,9.5
4121,might,2,j,J,J,1,9.5
4121,might,2,k,K,K,1,9.5
4121,might,2,l,L,L,1,9.5
4121,might,2,m,M,M,1,9.5
4121,might,2,n,N,N,1,9.5
4121,might,2,o,O,O,1,9.5
4121,might,2,p,P,P,1,9.5
4121,might,2,q,Q,Q,1,9.5
4121,might,2,r,R,R,1,9.5
4122,might,2,a,A,A,1,9.5
4122,might,2,b,B,B,1,9.5
4122,might,2,c,C,C,1,9.5
4122,might,2,d,D,D,1,9.5
4122,might,2,e,E,E,1,9.5
4122,might,2,f,F,F,1,9.5
4122,might,2,g,G,G,1,9.5
4122,might,2,h,H,L,0,9.5
4122,might,2,i,I,I,1,9.5
4122,might,2,j,J,J,1,9.5
4122,might,2,k,K,R,0,9.5
4122,might,2,l,L,L,1,9.5
4122,might,2,m,M,M,1,9.5
4122,might,2,n,N,N,1,9.5
4122,might,2,o,O,O,1,9.5
4122,might,2,p,P,P,1,9.5
4122,might,2,q,Q,N,0,9.5
4122,might,2,r,R,R,1,9.5
4123,might,2,a,A,A,1,9.5
4123,might,2,b,B,B,1,9.5
4123,might,2,c,C,C,1,9.5
4123,might,2,d,D,D,1,9.5
4123,might,2,e,E,E,1,9.5
4123,might,2,f,F,F,1,9.5
4123,might,2,g,G,H,0,9.5
4123,might,2,h,H,H,1,9.5
4123,might,2,i,I,I,1,9.5
4123,might,2,j,J,J,1,9.5
4123,might,2,k,K,K,1,9.5
4123,might,2,l,L,L,1,9.5
4123,might,2,m,M,M,1,9.5
4123,might,2,n,N,N,1,9.5
4123,might,2,o,O,O,1,9.5
4123,might,2,p,P,P,1,9.5
4123,might,2,q,Q,Q,1,9.5
4123,might,2,r,R,R,1,9.5
4124,might,2,a,A,O,0,9.5
4124,might,2,b,B,B,1,9.5
4124,might,2,c,C,C,1,9.5
4124,might,2,d,D,D,1,9.5
4124,might,2,e,E,E,1,9.5
4124,might,2,f,F,F,1,9.5
4124,might,2,g,G,G,1,9.5
4124,might,2,h,H,E,0,9.5
4124,might,2,i,I,I,1,9.5
4124,might,2,j,J,J,1,9.5
4124,might,2,k,K,R,0,9.5
4124,might,2,l,L,L,1,9.5
4124,might,2,m,M,M,1,9.5
4124,might,2,n,N,N,1,9.5
4124,might,2,o,O,O,1,9.5
4124,might,2,p,P,P,1,9.5
4124,might,2,q,Q,Q,1,9.5
4124,might,2,r,R,R,1,9.5
4125,might,2,a,A,A,1,9.5
4125,might,2,b,B,B,1,9.5
4125,might,2,c,C,K,0,9.5
4125,might,2,d,D,D,1,9.5
4125,might,2,e,E,E,1,9.5
4125,might,2,f,F,F,1,9.5
4125,might,2,g,G,G,1,9.5
4125,might,2,h,H,H,1,9.5
4125,might,2,i,I,I,1,9.5
4125,might,2,j,J,J,1,9.5
4125,might,2,k,K,K,1,9.5
4125,might,2,l,L,L,1,9.5
4125,might,2,m,M,M,1,9.5
4125,might,2,n,N,F,0,9.5
4125,might,2,o,O,O,1,9.5
4125,might,2,p,P,P,1,9.5
4125,might,2,q,Q,Q,1,9.5
4125,might,2,r,R,R,1,9.5
4126,might,2,a,A,P,0,9.5
4126,might,2,b,B,B,1,9.5
4126,might,2,c,C,C,1,9.5
4126,might,2,d,D,D,1,9.5
4126,might,2,e,E,E,1,9.5
4126,might,2,f,F,F,1,9.5
4126,might,2,g,G,G,1,9.5
4126,might,2,h,H,H,1,9.5
4126,might,2,i,I,I,1,9.5
4126,might,2,j,J,J,1,9.5
4126,might,2,k,K,K,1,9.5
4126,might,2,l,L,L,1,9.5
4126,might,2,m,M,B,0,9.5
4126,might,2,n,N,N,1,9.5
4126,might,2,o,O,O,1,9.5
4126,might,2,p,P,P,1,9.5
4126,might,2,q,Q,Q,1,9.5
4126,might,2,r,R,R,1,9.5
4127,might,2,a,A,M,0,9.5
4127,might,2,b,B,I,0,9.5
4127,might,2,c,C,C,1,9.5
4127,might,2,d,D,N,0,9.5
4127,might,2,e,E,E,1,9.5
4127,might,2,f,F,F,1,9.5
4127,might,2,g,G,C,0,9.5
4127,might,2,h,H,H,1,9.5
4127,might,2,i,I,A,0,9.5
4127,might,2,j,J,J,1,9.5
4127,might,2,k,K,K,1,9.5
4127,might,2,l,L,L,1,9.5
4127,might,2,m,M,M,1,9.5
4127,might,2,n,N,N,1,9.5
4127,might,2,o,O,O,1,9.5
4127,might,2,p,P,P,1,9.5
4127,might,2,q,Q,Q,1,9.5
4127,might,2,r,R,R,1,9.5
4128,might,2,a,A,A,1,9.5
4128,might,2,b,B,B,1,9.5
4128,might,2,c,C,C,1,9.5
4128,might,2,d,D,D,1,9.5
4128,might,2,e,E,E,1,9.5
4128,might,2,f,F,F,1,9.5
4128,might,2,g,G,G,1,9.5
4128,might,2,h,H,H,1,9.5
4128,might,2,i,I,I,1,9.5
4128,might,2,j,J,J,1,9.5
4128,might,2,k,K,K,1,9.5
4128,might,2,l,L,L,1,9.5
4128,might,2,m,M,M,1,9.5
4128,might,2,n,N,N,1,9.5
4128,might,2,o,O,O,1,9.5
4128,might,2,p,P,P,1,9.5
4128,might,2,q,Q,I,0,9.5
4128,might,2,r,R,R,1,9.5
4129,might,2,a,A,A,1,9.5
4129,might,2,b,B,E,0,9.5
4129,might,2,c,C,C,1,9.5
4129,might,2,d,D,D,1,9.5
4129,might,2,e,E,E,1,9.5
4129,might,2,f,F,F,1,9.5
4129,might,2,g,G,G,1,9.5
4129,might,2,h,H,E,0,9.5
4129,might,2,i,I,I,1,9.5
4129,might,2,j,J,J,1,9.5
4129,might,2,k,K,R,0,9.5
4129,might,2,l,L,L,1,9.5
4129,might,2,m,M,M,1,9.5
4129,might,2,n,N,P,0,9.5
4129,might,2,o,O,O,1,9.5
4129,might,2,p,P,P,1,9.5
4129,might,2,q,Q,J,0,9.5
4129,might,2,r,R,R,1,9.5
4130,might,2,a,A,A,1,9.5
4130,might,2,b,B,B,1,9.5
4130,might,2,c,C,C,1,9.5
4130,might,2,d,D,D,1,9.5
4130,might,2,e,E,E,1,9.5
4130,might,2,f,F,F,1,9.5
4130,might,2,g,G,G,1,9.5
4130,might,2,h,H,H,1,9.5
4130,might,2,i,I,I,1,9.5
4130,might,2,j,J,J,1,9.5
4130,might,2,k,K,K,1,9.5
4130,might,2,l,L,L,1,9.5
4130,might,2,m,M,M,1,9.5
4130,might,2,n,N,N,1,9.5
4130,might,2,o,O,O,1,9.5
4130,might,2,p,P,P,1,9.5
4130,might,2,q,Q,Q,1,9.5
4130,might,2,r,R,R,1,9.5
4131,might,2,a,A,A,1,9.5
4131,might,2,b,B,B,1,9.5
4131,might,2,c,C,C,1,9.5
4131,might,2,d,D,G,0,9.5
4131,might,2,e,E,E,1,9.5
4131,might,2,f,F,F,1,9.5
4131,might,2,g,G,G,1,9.5
4131,might,2,h,H,H,1,9.5
4131,might,2,i,I,I,1,9.5
4131,might,2,j,J,J,1,9.5
4131,might,2,k,K,K,1,9.5
4131,might,2,l,L,G,0,9.5
4131,might,2,m,M,M,1,9.5
4131,might,2,n,N,N,1,9.5
4131,might,2,o,O,O,1,9.5
4131,might,2,p,P,P,1,9.5
4131,might,2,q,Q,Q,1,9.5
4131,might,2,r,R,R,1,9.5
4132,might,2,a,A,A,1,9.5
4132,might,2,b,B,B,1,9.5
4132,might,2,c,C,C,1,9.5
4132,might,2,d,D,D,1,9.5
4132,might,2,e,E,M,0,9.5
4132,might,2,f,F,A,0,9.5
4132,might,2,g,G,P,0,9.5
4132,might,2,h,H,N,0,9.5
4132,might,2,i,I,C,0,9.5
4132,might,2,j,J,J,1,9.5
4132,might,2,k,K,K,1,9.5
4132,might,2,l,L,F,0,9.5
4132,might,2,m,M,M,1,9.5
4132,might,2,n,N,N,1,9.5
4132,might,2,o,O,O,1,9.5
4132,might,2,p,P,P,1,9.5
4132,might,2,q,Q,Q,1,9.5
4132,might,2,r,R,D,0,9.5
4133,might,2,a,A,L,0,9.5
4133,might,2,b,B,B,1,9.5
4133,might,2,c,C,C,1,9.5
4133,might,2,d,D,D,1,9.5
4133,might,2,e,E,E,1,9.5
4133,might,2,f,F,F,1,9.5
4133,might,2,g,G,G,1,9.5
4133,might,2,h,H,H,1,9.5
4133,might,2,i,I,I,1,9.5
4133,might,2,j,J,A,0,9.5
4133,might,2,k,K,L,0,9.5
4133,might,2,l,L,L,1,9.5
4133,might,2,m,M,M,1,9.5
4133,might,2,n,N,P,0,9.5
4133,might,2,o,O,O,1,9.5
4133,might,2,p,P,P,1,9.5
4133,might,2,q,Q,Q,1,9.5
4133,might,2,r,R,R,1,9.5
4134,might,2,a,A,A,1,9.5
4134,might,2,b,B,B,1,9.5
4134,might,2,c,C,C,1,9.5
4134,might,2,d,D,D,1,9.5
4134,might,2,e,E,E,1,9.5
4134,might,2,f,F,F,1,9.5
4134,might,2,g,G,G,1,9.5
4134,might,2,h,H,H,1,9.5
4134,might,2,i,I,I,1,9.5
4134,might,2,j,J,J,1,9.5
4134,might,2,k,K,K,1,9.5
4134,might,2,l,L,L,1,9.5
4134,might,2,m,M,M,1,9.5
4134,might,2,n,N,N,1,9.5
4134,might,2,o,O,O,1,9.5
4134,might,2,p,P,P,1,9.5
4134,might,2,q,Q,Q,1,9.5
4134,might,2,r,R,R,1,9.5
4135,might,2,a,A,A,1,9.5
4135,might,2,b,B,B,1,9.5
4135,might,2,c,C,C,1,9.5
4135,might,2,d,D,D,1,9.5
4135,might,2,e,E,E,1,9.5
4135,might,2,f,F,F,1,9.5
4135,might,2,g,G,G,1,9.5
4135,might,2,h,H,H,1,9.5
4135,might,2,i,I,I,1,9.5
4135,might,2,j,J,J,1,9.5
4135,might,2,k,K,K,1,9.5
4135,might,2,l,L,L,1,9.5
4135,might,2,m,M,M,1,9.5
4135,might,2,n,N,N,1,9.5
4135,might,2,o,O,O,1,9.5
4135,might,2,p,P,P,1,9.5
4135,might,2,q,Q,Q,1,9.5
4135,might,2,r,R,R,1,9.5
4136,might,2,a,A,A,1,9.5
4136,might,2,b,B,B,1,9.5
4136,might,2,c,C,C,1,9.5
4136,might,2,d,D,A,0,9.5
4136,might,2,e,E,E,1,9.5
4136,might,2,f,F,F,1,9.5
4136,might,2,g,G,G,1,9.5
4136,might,2,h,H,H,1,9.5
4136,might,2,i,I,I,1,9.5
4136,might,2,j,J,J,1,9.5
4136,might,2,k,K,K,1,9.5
4136,might,2,l,L,L,1,9.5
4136,might,2,m,M,M,1,9.5
4136,might,2,n,N,N,1,9.5
4136,might,2,o,O,E,0,9.5
4136,might,2,p,P,B,0,9.5
4136,might,2,q,Q,Q,1,9.5
4136,might,2,r,R,R,1,9.5
4137,might,2,a,A,A,1,9.5
4137,might,2,b,B,B,1,9.5
4137,might,2,c,C,C,1,9.5
4137,might,2,d,D,D,1,9.5
4137,might,2,e,E,E,1,9.5
4137,might,2,f,F,F,1,9.5
4137,might,2,g,G,D,0,9.5
4137,might,2,h,H,H,1,9.5
4137,might,2,i,I,I,1,9.5
4137,might,2,j,J,J,1,9.5
4137,might,2,k,K,K,1,9.5
4137,might,2,l,L,L,1,9.5
4137,might,2,m,M,M,1,9.5
4137,might,2,n,N,N,1,9.5
4137,might,2,o,O,O,1,9.5
4137,might,2,p,P,P,1,9.5
4137,might,2,q,Q,Q,1,9.5
4137,might,2,r,R,R,1,9.5
4138,might,2,a,A,A,1,9.5
4138,might,2,b,B,B,1,9.5
4138,might,2,c,C,C,1,9.5
4138,might,2,d,D,D,1,9.5
4138,might,2,e,E,E,1,9.5
4138,might,2,f,F,F,1,9.5
4138,might,2,g,G,G,1,9.5
4138,might,2,h,H,H,1,9.5
4138,might,2,i,I,I,1,9.5
4138,might,2,j,J,J,1,9.5
4138,might,2,k,K,K,1,9.5
4138,might,2,l,L,L,1,9.5
4138,might,2,m,M,M,1,9.5
4138,might,2,n,N,N,1,9.5
4138,might,2,o,O,O,1,9.5
4138,might,2,p,P,P,1,9.5
4138,might,2,q,Q,Q,1,9.5
4138,might,2,r,R,R,1,9.5
4139,might,2,a,A,A,1,9.5
4139,might,2,b,B,I,0,9.5
4139,might,2,c,C,C,1,9.5
4139,might,2,d,D,D,1,9.5
4139,might,2,e,E,E,1,9.5
4139,might,2,f,F,F,1,9.5
4139,might,2,g,G,Q,0,9.5
4139,might,2,h,H,H,1,9.5
4139,might,2,i,I,O,0,9.5
4139,might,2,j,J,J,1,9.5
4139,might,2,k,K,K,1,9.5
4139,might,2,l,L,K,0,9.5
4139,might,2,m,M,M,1,9.5
4139,might,2,n,N,N,1,9.5
4139,might,2,o,O,O,1,9.5
4139,might,2,p,P,P,1,9.5
4139,might,2,q,Q,Q,1,9.5
4139,might,2,r,R,M,0,9.5
4140,might,2,a,A,G,0,9.5
4140,might,2,b,B,B,1,9.5
4140,might,2,c,C,C,1,9.5
4140,might,2,d,D,D,1,9.5
4140,might,2,e,E,E,1,9.5
4140,might,2,f,F,F,1,9.5
4140,might,2,g,G,G,1,9.5
4140,might,2,h,H,H,1,9.5
4140,might,2,i,I,I,1,9.5
4140,might,2,j,J,J,1,9.5
4140,might,2,k,K,K,1,9.5
4140,might,2,l,L,L,1,9.5
4140,might,2,m,M,M,1,9.5
4140,might,2,n,N,N,1,9.5
4140,might,2,o,O,O,1,9.5
4140,might,2,p,P,P,1,9.5
4140,might,2,q,Q,Q,1,9.5
4140,might,2,r,R,R,1,9.5
4141,might,2,a,A,A,1,9.5
4141,might,2,b,B,B,1,9.5
4141,might,2,c,C,C,1,9.5
4141,might,2,d,D,D,1,9.5
4141,might,2,e,E,E,1,9.5
4141,might,2,f,F,F,1,9.5
4141,might,2,g,G,G,1,9.5
4141,might,2,h,H,H,1,9.5
4141,might,2,i,I,I,1,9.5
4141,might,2,j,J,J,1,9.5
4141,might,2,k,K,K,1,9.5
4141,might,2,l,L,L,1,9.5
4141,might,2,m,M,M,1,9.5
4141,might,2,n,N,N,1,9.5
4141,might,2,o,O,O,1,9.5
4141,might,2,p,P,P,1,9.5
4141,might,2,q,Q,Q,1,9.5
4141,might,2,r,R,R,1,9.5
4142,might,2,a,A,A,1,9.5
4142,might,2,b,B,B,1,9.5
4142,might,2,c,C,C,1,9.5
4142,might,2,d,D,D,1,9.5
4142,might,2,e,E,I,0,9.5
4142,might,2,f,F,E,0,9.5
4142,might,2,g,G,G,1,9.5
4142,might,2,h,H,H,1,9.5
4142,might,2,i,I,I,1,9.5
4142,might,2,j,J,J,1,9.5
4142,might,2,k,K,K,1,9.5
4142,might,2,l,L,L,1,9.5
