sample,model,condition,words,meanings,response,accuracy,memory_size
479,trace_0.01,2,f,F,F,1,8.75
479,trace_0.01,2,g,G,G,1,8.75
479,trace_0.01,2,h,H,H,1,8.75
479,trace_0.01,2,i,I,I,1,8.75
479,trace_0.01,2,j,J,D,0,8.75
479,trace_0.01,2,k,K,K,1,8.75
479,trace_0.01,2,l,L,L,1,8.75
479,trace_0.01,2,m,M,M,1,8.75
479,trace_0.01,2,n,N,N,1,8.75
479,trace_0.01,2,o,O,O,1,8.75
479,trace_0.01,2,p,P,P,1,8.75
479,trace_0.01,2,q,Q,Q,1,8.75
479,trace_0.01,2,r,R,R,1,8.75
480,trace_0.01,2,a,A,A,1,8.75
480,trace_0.01,2,b,B,B,1,8.75
480,trace_0.01,2,c,C,C,1,8.75
480,trace_0.01,2,d,D,D,1,8.75
480,trace_0.01,2,e,E,E,1,8.75
480,trace_0.01,2,f,F,F,1,8.75
480,trace_0.01,2,g,G,G,1,8.75
480,trace_0.01,2,h,H,H,1,8.75
480,trace_0.01,2,i,I,I,1,8.75
480,trace_0.01,2,j,J,J,1,8.75
480,trace_0.01,2,k,K,K,1,8.75
480,trace_0.01,2,l,L,L,1,8.75
480,trace_0.01,2,m,M,M,1,8.75
480,trace_0.01,2,n,N,N,1,8.75
480,trace_0.01,2,o,O,O,1,8.75
480,trace_0.01,2,p,P,P,1,8.75
480,trace_0.01,2,q,Q,Q,1,8.75
480,trace_0.01,2,r,R,R,1,8.75
481,trace_0.01,2,a,A,A,1,8.75
481,trace_0.01,2,b,B,B,1,8.75
481,trace_0.01,2,c,C,C,1,8.75
481,trace_0.01,2,d,D,D,1,8.75
481,trace_0.01,2,e,E,E,1,8.75
481,trace_0.01,2,f,F,F,1,8.75
481,trace_0.01,2,g,G,G,1,8.75
481,trace_0.01,2,h,H,H,1,8.75
481,trace_0.01,2,i,I,I,1,8.75
481,trace_0.01,2,j,J,E,0,8.75
481,trace_0.01,2,k,K,K,1,8.75
481,trace_0.01,2,l,L,L,1,8.75
481,trace_0.01,2,m,M,M,1,8.75
481,trace_0.01,2,n,N,N,1,8.75
481,trace_0.01,2,o,O,O,1,8.75
481,trace_0.01,2,p,P,P,1,8.75
481,trace_0.01,2,q,Q,Q,1,8.75
481,trace_0.01,2,r,R,R,1,8.75
482,trace_0.01,2,a,A,A,1,8.75
482,trace_0.01,2,b,B,G,0,8.75
482,trace_0.01,2,c,C,C,1,8.75
482,trace_0.01,2,d,D,D,1,8.75
482,trace_0.01,2,e,E,E,1,8.75
482,trace_0.01,2,f,F,F,1,8.75
482,trace_0.01,2,g,G,G,1,8.75
482,trace_0.01,2,h,H,H,1,8.75
482,trace_0.01,2,i,I,I,1,8.75
482,trace_0.01,2,j,J,J,1,8.75
482,trace_0.01,2,k,K,I,0,8.75
482,trace_0.01,2,l,L,L,1,8.75
482,trace_0.01,2,m,M,M,1,8.75
482,trace_0.01,2,n,N,N,1,8.75
482,trace_0.01,2,o,O,O,1,8.75
482,trace_0.01,2,p,P,P,1,8.75
482,trace_0.01,2,q,Q,Q,1,8.75
482,trace_0.01,2,r,R,R,1,8.75
483,trace_0.01,2,a,A,A,1,8.75
483,trace_0.01,2,b,B,B,1,8.75
483,trace_0.01,2,c,C,C,1,8.75
483,trace_0.01,2,d,D,D,1,8.75
483,trace_0.01,2,e,E,E,1,8.75
483,trace_0.01,2,f,F,F,1,8.75
483,trace_0.01,2,g,G,C,0,8.75
483,trace_0.01,2,h,H,H,1,8.75
483,trace_0.01,2,i,I,I,1,8.75
483,trace_0.01,2,j,J,J,1,8.75
483,trace_0.01,2,k,K,F,0,8.75
483,trace_0.01,2,l,L,L,1,8.75
483,trace_0.01,2,m,M,M,1,8.75
483,trace_0.01,2,n,N,N,1,8.75
483,trace_0.01,2,o,O,O,1,8.75
483,trace_0.01,2,p,P,P,1,8.75
483,trace_0.01,2,q,Q,Q,1,8.75
483,trace_0.01,2,r,R,R,1,8.75
484,trace_0.01,2,a,A,A,1,8.75
484,trace_0.01,2,b,B,B,1,8.75
484,trace_0.01,2,c,C,C,1,8.75
484,trace_0.01,2,d,D,D,1,8.75
484,trace_0.01,2,e,E,E,1,8.75
484,trace_0.01,2,f,F,F,1,8.75
484,trace_0.01,2,g,G,G,1,8.75
484,trace_0.01,2,h,H,H,1,8.75
484,trace_0.01,2,i,I,I,1,8.75
484,trace_0.01,2,j,J,J,1,8.75
484,trace_0.01,2,k,K,K,1,8.75
484,trace_0.01,2,l,L,L,1,8.75
484,trace_0.01,2,m,M,M,1,8.75
484,trace_0.01,2,n,N,N,1,8.75
484,trace_0.01,2,o,O,O,1,8.75
484,trace_0.01,2,p,P,P,1,8.75
484,trace_0.01,2,q,Q,Q,1,8.75
484,trace_0.01,2,r,R,R,1,8.75
485,trace_0.01,2,a,A,A,1,8.75
485,trace_0.01,2,b,B,B,1,8.75
485,trace_0.01,2,c,C,C,1,8.75
485,trace_0.01,2,d,D,D,1,8.75
485,trace_0.01,2,e,E,E,1,8.75
485,trace_0.01,2,f,F,F,1,8.75
485,trace_0.01,2,g,G,G,1,8.75
485,trace_0.01,2,h,H,H,1,8.75
485,trace_0.01,2,i,I,I,1,8.75
485,trace_0.01,2,j,J,J,1,8.75
485,trace_0.01,2,k,K,K,1,8.75
485,trace_0.01,2,l,L,L,1,8.75
485,trace_0.01,2,m,M,M,1,8.75
485,trace_0.01,2,n,N,N,1,8.75
485,trace_0.01,2,o,O,O,1,8.75
485,trace_0.01,2,p,P,P,1,8.75
485,trace_0.01,2,q,Q,Q,1,8.75
485,trace_0.01,2,r,R,R,1,8.75
486,trace_0.01,2,a,A,A,1,8.75
486,trace_0.01,2,b,B,B,1,8.75
486,trace_0.01,2,c,C,C,1,8.75
486,trace_0.01,2,d,D,D,1,8.75
486,trace_0.01,2,e,E,E,1,8.75
486,trace_0.01,2,f,F,F,1,8.75
486,trace_0.01,2,g,G,G,1,8.75
486,trace_0.01,2,h,H,H,1,8.75
486,trace_0.01,2,i,I,I,1,8.75
486,trace_0.01,2,j,J,Q,0,8.75
486,trace_0.01,2,k,K,K,1,8.75
486,trace_0.01,2,l,L,L,1,8.75
486,trace_0.01,2,m,M,L,0,8.75
486,trace_0.01,2,n,N,N,1,8.75
486,trace_0.01,2,o,O,O,1,8.75
486,trace_0.01,2,p,P,P,1,8.75
486,trace_0.01,2,q,Q,Q,1,8.75
486,trace_0.01,2,r,R,R,1,8.75
487,trace_0.01,2,a,A,A,1,8.75
487,trace_0.01,2,b,B,B,1,8.75
487,trace_0.01,2,c,C,C,1,8.75
487,trace_0.01,2,d,D,D,1,8.75
487,trace_0.01,2,e,E,E,1,8.75
487,trace_0.01,2,f,F,F,1,8.75
487,trace_0.01,2,g,G,A,0,8.75
487,trace_0.01,2,h,H,K,0,8.75
487,trace_0.01,2,i,I,I,1,8.75
487,trace_0.01,2,j,J,J,1,8.75
487,trace_0.01,2,k,K,G,0,8.75
487,trace_0.01,2,l,L,O,0,8.75
487,trace_0.01,2,m,M,M,1,8.75
487,trace_0.01,2,n,N,N,1,8.75
487,trace_0.01,2,o,O,O,1,8.75
487,trace_0.01,2,p,P,P,1,8.75
487,trace_0.01,2,q,Q,Q,1,8.75
487,trace_0.01,2,r,R,R,1,8.75
488,trace_0.01,2,a,A,A,1,8.75
488,trace_0.01,2,b,B,B,1,8.75
488,trace_0.01,2,c,C,C,1,8.75
488,trace_0.01,2,d,D,D,1,8.75
488,trace_0.01,2,e,E,E,1,8.75
488,trace_0.01,2,f,F,F,1,8.75
488,trace_0.01,2,g,G,G,1,8.75
488,trace_0.01,2,h,H,H,1,8.75
488,trace_0.01,2,i,I,I,1,8.75
488,trace_0.01,2,j,J,J,1,8.75
488,trace_0.01,2,k,K,K,1,8.75
488,trace_0.01,2,l,L,N,0,8.75
488,trace_0.01,2,m,M,M,1,8.75
488,trace_0.01,2,n,N,N,1,8.75
488,trace_0.01,2,o,O,O,1,8.75
488,trace_0.01,2,p,P,P,1,8.75
488,trace_0.01,2,q,Q,Q,1,8.75
488,trace_0.01,2,r,R,R,1,8.75
489,trace_0.01,2,a,A,A,1,8.75
489,trace_0.01,2,b,B,B,1,8.75
489,trace_0.01,2,c,C,C,1,8.75
489,trace_0.01,2,d,D,D,1,8.75
489,trace_0.01,2,e,E,E,1,8.75
489,trace_0.01,2,f,F,F,1,8.75
489,trace_0.01,2,g,G,G,1,8.75
489,trace_0.01,2,h,H,L,0,8.75
489,trace_0.01,2,i,I,I,1,8.75
489,trace_0.01,2,j,J,J,1,8.75
489,trace_0.01,2,k,K,K,1,8.75
489,trace_0.01,2,l,L,L,1,8.75
489,trace_0.01,2,m,M,M,1,8.75
489,trace_0.01,2,n,N,N,1,8.75
489,trace_0.01,2,o,O,O,1,8.75
489,trace_0.01,2,p,P,P,1,8.75
489,trace_0.01,2,q,Q,Q,1,8.75
489,trace_0.01,2,r,R,R,1,8.75
490,trace_0.01,2,a,A,A,1,8.75
490,trace_0.01,2,b,B,A,0,8.75
490,trace_0.01,2,c,C,M,0,8.75
490,trace_0.01,2,d,D,D,1,8.75
490,trace_0.01,2,e,E,A,0,8.75
490,trace_0.01,2,f,F,F,1,8.75
490,trace_0.01,2,g,G,G,1,8.75
490,trace_0.01,2,h,H,L,0,8.75
490,trace_0.01,2,i,I,P,0,8.75
490,trace_0.01,2,j,J,E,0,8.75
490,trace_0.01,2,k,K,L,0,8.75
490,trace_0.01,2,l,L,L,1,8.75
490,trace_0.01,2,m,M,M,1,8.75
490,trace_0.01,2,n,N,K,0,8.75
490,trace_0.01,2,o,O,O,1,8.75
490,trace_0.01,2,p,P,P,1,8.75
490,trace_0.01,2,q,Q,Q,1,8.75
490,trace_0.01,2,r,R,R,1,8.75
491,trace_0.01,2,a,A,A,1,8.75
491,trace_0.01,2,b,B,B,1,8.75
491,trace_0.01,2,c,C,C,1,8.75
491,trace_0.01,2,d,D,D,1,8.75
491,trace_0.01,2,e,E,E,1,8.75
491,trace_0.01,2,f,F,F,1,8.75
491,trace_0.01,2,g,G,O,0,8.75
491,trace_0.01,2,h,H,H,1,8.75
491,trace_0.01,2,i,I,D,0,8.75
491,trace_0.01,2,j,J,L,0,8.75
491,trace_0.01,2,k,K,K,1,8.75
491,trace_0.01,2,l,L,F,0,8.75
491,trace_0.01,2,m,M,M,1,8.75
491,trace_0.01,2,n,N,E,0,8.75
491,trace_0.01,2,o,O,O,1,8.75
491,trace_0.01,2,p,P,P,1,8.75
491,trace_0.01,2,q,Q,Q,1,8.75
491,trace_0.01,2,r,R,R,1,8.75
492,trace_0.01,2,a,A,A,1,8.75
492,trace_0.01,2,b,B,B,1,8.75
492,trace_0.01,2,c,C,C,1,8.75
492,trace_0.01,2,d,D,D,1,8.75
492,trace_0.01,2,e,E,E,1,8.75
492,trace_0.01,2,f,F,F,1,8.75
492,trace_0.01,2,g,G,G,1,8.75
492,trace_0.01,2,h,H,H,1,8.75
492,trace_0.01,2,i,I,I,1,8.75
492,trace_0.01,2,j,J,J,1,8.75
492,trace_0.01,2,k,K,K,1,8.75
492,trace_0.01,2,l,L,L,1,8.75
492,trace_0.01,2,m,M,M,1,8.75
492,trace_0.01,2,n,N,N,1,8.75
492,trace_0.01,2,o,O,O,1,8.75
492,trace_0.01,2,p,P,P,1,8.75
492,trace_0.01,2,q,Q,J,0,8.75
492,trace_0.01,2,r,R,R,1,8.75
493,trace_0.01,2,a,A,A,1,8.75
493,trace_0.01,2,b,B,B,1,8.75
493,trace_0.01,2,c,C,C,1,8.75
493,trace_0.01,2,d,D,D,1,8.75
493,trace_0.01,2,e,E,E,1,8.75
493,trace_0.01,2,f,F,F,1,8.75
493,trace_0.01,2,g,G,G,1,8.75
493,trace_0.01,2,h,H,H,1,8.75
493,trace_0.01,2,i,I,I,1,8.75
493,trace_0.01,2,j,J,J,1,8.75
493,trace_0.01,2,k,K,K,1,8.75
493,trace_0.01,2,l,L,L,1,8.75
493,trace_0.01,2,m,M,M,1,8.75
493,trace_0.01,2,n,N,N,1,8.75
493,trace_0.01,2,o,O,O,1,8.75
493,trace_0.01,2,p,P,P,1,8.75
493,trace_0.01,2,q,Q,Q,1,8.75
493,trace_0.01,2,r,R,R,1,8.75
494,trace_0.01,2,a,A,A,1,8.75
494,trace_0.01,2,b,B,B,1,8.75
494,trace_0.01,2,c,C,C,1,8.75
494,trace_0.01,2,d,D,D,1,8.75
494,trace_0.01,2,e,E,E,1,8.75
494,trace_0.01,2,f,F,F,1,8.75
494,trace_0.01,2,g,G,G,1,8.75
494,trace_0.01,2,h,H,H,1,8.75
494,trace_0.01,2,i,I,I,1,8.75
494,trace_0.01,2,j,J,J,1,8.75
494,trace_0.01,2,k,K,K,1,8.75
494,trace_0.01,2,l,L,L,1,8.75
494,trace_0.01,2,m,M,M,1,8.75
494,trace_0.01,2,n,N,N,1,8.75
494,trace_0.01,2,o,O,O,1,8.75
494,trace_0.01,2,p,P,P,1,8.75
494,trace_0.01,2,q,Q,Q,1,8.75
494,trace_0.01,2,r,R,R,1,8.75
495,trace_0.01,2,a,A,A,1,8.75
495,trace_0.01,2,b,B,B,1,8.75
495,trace_0.01,2,c,C,C,1,8.75
495,trace_0.01,2,d,D,D,1,8.75
495,trace_0.01,2,e,E,E,1,8.75
495,trace_0.01,2,f,F,F,1,8.75
495,trace_0.01,2,g,G,G,1,8.75
495,trace_0.01,2,h,H,H,1,8.75
495,trace_0.01,2,i,I,I,1,8.75
495,trace_0.01,2,j,J,A,0,8.75
495,trace_0.01,2,k,K,K,1,8.75
495,trace_0.01,2,l,L,L,1,8.75
495,trace_0.01,2,m,M,M,1,8.75
495,trace_0.01,2,n,N,N,1,8.75
495,trace_0.01,2,o,O,O,1,8.75
495,trace_0.01,2,p,P,P,1,8.75
495,trace_0.01,2,q,Q,A,0,8.75
495,trace_0.01,2,r,R,R,1,8.75
496,trace_0.01,2,a,A,M,0,8.75
496,trace_0.01,2,b,B,B,1,8.75
496,trace_0.01,2,c,C,C,1,8.75
496,trace_0.01,2,d,D,D,1,8.75
496,trace_0.01,2,e,E,E,1,8.75
496,trace_0.01,2,f,F,K,0,8.75
496,trace_0.01,2,g,G,H,0,8.75
496,trace_0.01,2,h,H,E,0,8.75
496,trace_0.01,2,i,I,I,1,8.75
496,trace_0.01,2,j,J,J,1,8.75
496,trace_0.01,2,k,K,K,1,8.75
496,trace_0.01,2,l,L,L,1,8.75
496,trace_0.01,2,m,M,M,1,8.75
496,trace_0.01,2,n,N,N,1,8.75
496,trace_0.01,2,o,O,O,1,8.75
496,trace_0.01,2,p,P,P,1,8.75
496,trace_0.01,2,q,Q,Q,1,8.75
496,trace_0.01,2,r,R,R,1,8.75
497,trace_0.01,2,a,A,A,1,8.75
497,trace_0.01,2,b,B,B,1,8.75
497,trace_0.01,2,c,C,C,1,8.75
497,trace_0.01,2,d,D,D,1,8.75
497,trace_0.01,2,e,E,E,1,8.75
497,trace_0.01,2,f,F,F,1,8.75
497,trace_0.01,2,g,G,G,1,8.75
497,trace_0.01,2,h,H,H,1,8.75
497,trace_0.01,2,i,I,I,1,8.75
497,trace_0.01,2,j,J,J,1,8.75
497,trace_0.01,2,k,K,K,1,8.75
497,trace_0.01,2,l,L,L,1,8.75
497,trace_0.01,2,m,M,M,1,8.75
497,trace_0.01,2,n,N,N,1,8.75
497,trace_0.01,2,o,O,O,1,8.75
497,trace_0.01,2,p,P,P,1,8.75
497,trace_0.01,2,q,Q,Q,1,8.75
497,trace_0.01,2,r,R,R,1,8.75
498,trace_0.01,2,a,A,A,1,8.75
498,trace_0.01,2,b,B,B,1,8.75
498,trace_0.01,2,c,C,C,1,8.75
498,trace_0.01,2,d,D,D,1,8.75
498,trace_0.01,2,e,E,E,1,8.75
498,trace_0.01,2,f,F,F,1,8.75
498,trace_0.01,2,g,G,G,1,8.75
498,trace_0.01,2,h,H,H,1,8.75
498,trace_0.01,2,i,I,I,1,8.75
498,trace_0.01,2,j,J,J,1,8.75
498,trace_0.01,2,k,K,K,1,8.75
498,trace_0.01,2,l,L,L,1,8.75
498,trace_0.01,2,m,M,M,1,8.75
498,trace_0.01,2,n,N,N,1,8.75
498,trace_0.01,2,o,O,O,1,8.75
498,trace_0.01,2,p,P,P,1,8.75
498,trace_0.01,2,q,Q,Q,1,8.75
498,trace_0.01,2,r,R,R,1,8.75
499,trace_0.01,2,a,A,A,1,8.75
499,trace_0.01,2,b,B,B,1,8.75
499,trace_0.01,2,c,C,C,1,8.75
499,trace_0.01,2,d,D,D,1,8.75
499,trace_0.01,2,e,E,E,1,8.75
499,trace_0.01,2,f,F,F,1,8.75
499,trace_0.01,2,g,G,G,1,8.75
499,trace_0.01,2,h,H,F,0,8.75
499,trace_0.01,2,i,I,I,1,8.75
499,trace_0.01,2,j,J,M,0,8.75
499,trace_0.01,2,k,K,N,0,8.75
499,trace_0.01,2,l,L,L,1,8.75
499,trace_0.01,2,m,M,Q,0,8.75
499,trace_0.01,2,n,N,N,1,8.75
499,trace_0.01,2,o,O,O,1,8.75
499,trace_0.01,2,p,P,P,1,8.75
499,trace_0.01,2,q,Q,Q,1,8.75
499,trace_0.01,2,r,R,R,1,8.75
500,trace_0.01,2,a,A,A,1,8.75
500,trace_0.01,2,b,B,B,1,8.75
500,trace_0.01,2,c,C,C,1,8.75
500,trace_0.01,2,d,D,D,1,8.75
500,trace_0.01,2,e,E,E,1,8.75
500,trace_0.01,2,f,F,F,1,8.75
500,trace_0.01,2,g,G,G,1,8.75
500,trace_0.01,2,h,H,H,1,8.75
500,trace_0.01,2,i,I,I,1,8.75
500,trace_0.01,2,j,J,J,1,8.75
500,trace_0.01,2,k,K,K,1,8.75
500,trace_0.01,2,l,L,L,1,8.75
500,trace_0.01,2,m,M,M,1,8.75
500,trace_0.01,2,n,N,N,1,8.75
500,trace_0.01,2,o,O,O,1,8.75
500,trace_0.01,2,p,P,P,1,8.75
500,trace_0.01,2,q,Q,Q,1,8.75
500,trace_0.01,2,r,R,R,1,8.75
501,trace_0.01,2,a,A,M,0,8.75
501,trace_0.01,2,b,B,B,1,8.75
501,trace_0.01,2,c,C,C,1,8.75
501,trace_0.01,2,d,D,D,1,8.75
501,trace_0.01,2,e,E,E,1,8.75
501,trace_0.01,2,f,F,F,1,8.75
501,trace_0.01,2,g,G,E,0,8.75
501,trace_0.01,2,h,H,H,1,8.75
501,trace_0.01,2,i,I,I,1,8.75
501,trace_0.01,2,j,J,J,1,8.75
501,trace_0.01,2,k,K,K,1,8.75
501,trace_0.01,2,l,L,L,1,8.75
501,trace_0.01,2,m,M,M,1,8.75
501,trace_0.01,2,n,N,N,1,8.75
501,trace_0.01,2,o,O,O,1,8.75
501,trace_0.01,2,p,P,P,1,8.75
501,trace_0.01,2,q,Q,Q,1,8.75
501,trace_0.01,2,r,R,R,1,8.75
502,trace_0.01,2,a,A,A,1,8.75
502,trace_0.01,2,b,B,B,1,8.75
502,trace_0.01,2,c,C,C,1,8.75
502,trace_0.01,2,d,D,D,1,8.75
502,trace_0.01,2,e,E,E,1,8.75
502,trace_0.01,2,f,F,F,1,8.75
502,trace_0.01,2,g,G,G,1,8.75
502,trace_0.01,2,h,H,H,1,8.75
502,trace_0.01,2,i,I,I,1,8.75
502,trace_0.01,2,j,J,J,1,8.75
502,trace_0.01,2,k,K,K,1,8.75
502,trace_0.01,2,l,L,L,1,8.75
502,trace_0.01,2,m,M,M,1,8.75
502,trace_0.01,2,n,N,M,0,8.75
502,trace_0.01,2,o,O,O,1,8.75
502,trace_0.01,2,p,P,P,1,8.75
502,trace_0.01,2,q,Q,Q,1,8.75
502,trace_0.01,2,r,R,R,1,8.75
503,trace_0.01,2,a,A,A,1,8.75
503,trace_0.01,2,b,B,B,1,8.75
503,trace_0.01,2,c,C,C,1,8.75
503,trace_0.01,2,d,D,D,1,8.75
503,trace_0.01,2,e,E,E,1,8.75
503,trace_0.01,2,f,F,F,1,8.75
503,trace_0.01,2,g,G,G,1,8.75
503,trace_0.01,2,h,H,A,0,8.75
503,trace_0.01,2,i,I,I,1,8.75
503,trace_0.01,2,j,J,J,1,8.75
503,trace_0.01,2,k,K,K,1,8.75
503,trace_0.01,2,l,L,L,1,8.75
503,trace_0.01,2,m,M,M,1,8.75
503,trace_0.01,2,n,N,N,1,8.75
503,trace_0.01,2,o,O,O,1,8.75
503,trace_0.01,2,p,P,P,1,8.75
503,trace_0.01,2,q,Q,Q,1,8.75
503,trace_0.01,2,r,R,R,1,8.75
504,trace_0.01,2,a,A,A,1,8.75
504,trace_0.01,2,b,B,B,1,8.75
504,trace_0.01,2,c,C,C,1,8.75
504,trace_0.01,2,d,D,D,1,8.75
504,trace_0.01,2,e,E,A,0,8.75
504,trace_0.01,2,f,F,F,1,8.75
504,trace_0.01,2,g,G,G,1,8.75
504,trace_0.01,2,h,H,K,0,8.75
504,trace_0.01,2,i,I,I,1,8.75
504,trace_0.01,2,j,J,K,0,8.75
504,trace_0.01,2,k,K,K,1,8.75
504,trace_0.01,2,l,L,L,1,8.75
504,trace_0.01,2,m,M,M,1,8.75
504,trace_0.01,2,n,N,N,1,8.75
504,trace_0.01,2,o,O,O,1,8.75
504,trace_0.01,2,p,P,P,1,8.75
504,trace_0.01,2,q,Q,Q,1,8.75
504,trace_0.01,2,r,R,R,1,8.75
505,trace_0.01,2,a,A,A,1,8.75
505,trace_0.01,2,b,B,B,1,8.75
505,trace_0.01,2,c,C,C,1,8.75
505,trace_0.01,2,d,D,D,1,8.75
505,trace_0.01,2,e,E,E,1,8.75
505,trace_0.01,2,f,F,F,1,8.75
505,trace_0.01,2,g,G,G,1,8.75
505,trace_0.01,2,h,H,H,1,8.75
505,trace_0.01,2,i,I,I,1,8.75
505,trace_0.01,2,j,J,J,1,8.75
505,trace_0.01,2,k,K,K,1,8.75
505,trace_0.01,2,l,L,L,1,8.75
505,trace_0.01,2,m,M,M,1,8.75
505,trace_0.01,2,n,N,N,1,8.75
505,trace_0.01,2,o,O,O,1,8.75
505,trace_0.01,2,p,P,P,1,8.75
505,trace_0.01,2,q,Q,Q,1,8.75
505,trace_0.01,2,r,R,R,1,8.75
506,trace_0.01,2,a,A,C,0,8.75
506,trace_0.01,2,b,B,B,1,8.75
506,trace_0.01,2,c,C,C,1,8.75
506,trace_0.01,2,d,D,D,1,8.75
506,trace_0.01,2,e,E,E,1,8.75
506,trace_0.01,2,f,F,F,1,8.75
506,trace_0.01,2,g,G,I,0,8.75
506,trace_0.01,2,h,H,H,1,8.75
506,trace_0.01,2,i,I,I,1,8.75
506,trace_0.01,2,j,J,J,1,8.75
506,trace_0.01,2,k,K,K,1,8.75
506,trace_0.01,2,l,L,L,1,8.75
506,trace_0.01,2,m,M,M,1,8.75
506,trace_0.01,2,n,N,N,1,8.75
506,trace_0.01,2,o,O,O,1,8.75
506,trace_0.01,2,p,P,P,1,8.75
506,trace_0.01,2,q,Q,Q,1,8.75
506,trace_0.01,2,r,R,R,1,8.75
507,trace_0.01,2,a,A,H,0,8.75
507,trace_0.01,2,b,B,B,1,8.75
507,trace_0.01,2,c,C,C,1,8.75
507,trace_0.01,2,d,D,D,1,8.75
507,trace_0.01,2,e,E,E,1,8.75
507,trace_0.01,2,f,F,F,1,8.75
507,trace_0.01,2,g,G,G,1,8.75
507,trace_0.01,2,h,H,H,1,8.75
507,trace_0.01,2,i,I,I,1,8.75
507,trace_0.01,2,j,J,J,1,8.75
507,trace_0.01,2,k,K,L,0,8.75
507,trace_0.01,2,l,L,L,1,8.75
507,trace_0.01,2,m,M,M,1,8.75
507,trace_0.01,2,n,N,N,1,8.75
507,trace_0.01,2,o,O,O,1,8.75
507,trace_0.01,2,p,P,P,1,8.75
507,trace_0.01,2,q,Q,Q,1,8.75
507,trace_0.01,2,r,R,R,1,8.75
508,trace_0.01,2,a,A,A,1,8.75
508,trace_0.01,2,b,B,B,1,8.75
508,trace_0.01,2,c,C,C,1,8.75
508,trace_0.01,2,d,D,D,1,8.75
508,trace_0.01,2,e,E,E,1,8.75
508,trace_0.01,2,f,F,F,1,8.75
508,trace_0.01,2,g,G,G,1,8.75
508,trace_0.01,2,h,H,H,1,8.75
508,trace_0.01,2,i,I,K,0,8.75
508,trace_0.01,2,j,J,A,0,8.75
508,trace_0.01,2,k,K,L,0,8.75
508,trace_0.01,2,l,L,L,1,8.75
508,trace_0.01,2,m,M,M,1,8.75
508,trace_0.01,2,n,N,D,0,8.75
508,trace_0.01,2,o,O,O,1,8.75
508,trace_0.01,2,p,P,P,1,8.75
508,trace_0.01,2,q,Q,Q,1,8.75
508,trace_0.01,2,r,R,R,1,8.75
509,trace_0.01,2,a,A,A,1,8.75
509,trace_0.01,2,b,B,B,1,8.75
509,trace_0.01,2,c,C,C,1,8.75
509,trace_0.01,2,d,D,D,1,8.75
509,trace_0.01,2,e,E,E,1,8.75
509,trace_0.01,2,f,F,F,1,8.75
509,trace_0.01,2,g,G,N,0,8.75
509,trace_0.01,2,h,H,H,1,8.75
509,trace_0.01,2,i,I,I,1,8.75
509,trace_0.01,2,j,J,O,0,8.75
509,trace_0.01,2,k,K,K,1,8.75
509,trace_0.01,2,l,L,L,1,8.75
509,trace_0.01,2,m,M,M,1,8.75
509,trace_0.01,2,n,N,N,1,8.75
509,trace_0.01,2,o,O,O,1,8.75
509,trace_0.01,2,p,P,P,1,8.75
509,trace_0.01,2,q,Q,Q,1,8.75
509,trace_0.01,2,r,R,R,1,8.75
510,trace_0.01,2,a,A,A,1,8.75
510,trace_0.01,2,b,B,B,1,8.75
510,trace_0.01,2,c,C,C,1,8.75
510,trace_0.01,2,d,D,D,1,8.75
510,trace_0.01,2,e,E,E,1,8.75
510,trace_0.01,2,f,F,F,1,8.75
510,trace_0.01,2,g,G,G,1,8.75
510,trace_0.01,2,h,H,H,1,8.75
510,trace_0.01,2,i,I,I,1,8.75
510,trace_0.01,2,j,J,J,1,8.75
510,trace_0.01,2,k,K,K,1,8.75
510,trace_0.01,2,l,L,L,1,8.75
510,trace_0.01,2,m,M,M,1,8.75
510,trace_0.01,2,n,N,N,1,8.75
510,trace_0.01,2,o,O,O,1,8.75
510,trace_0.01,2,p,P,P,1,8.75
510,trace_0.01,2,q,Q,Q,1,8.75
510,trace_0.01,2,r,R,R,1,8.75
511,trace_0.01,2,a,A,H,0,8.75
511,trace_0.01,2,b,B,D,0,8.75
511,trace_0.01,2,c,C,C,1,8.75
511,trace_0.01,2,d,D,D,1,8.75
511,trace_0.01,2,e,E,E,1,8.75
511,trace_0.01,2,f,F,F,1,8.75
511,trace_0.01,2,g,G,P,0,8.75
511,trace_0.01,2,h,H,H,1,8.75
511,trace_0.01,2,i,I,I,1,8.75
511,trace_0.01,2,j,J,J,1,8.75
511,trace_0.01,2,k,K,B,0,8.75
511,trace_0.01,2,l,L,L,1,8.75
511,trace_0.01,2,m,M,M,1,8.75
511,trace_0.01,2,n,N,N,1,8.75
511,trace_0.01,2,o,O,O,1,8.75
511,trace_0.01,2,p,P,P,1,8.75
511,trace_0.01,2,q,Q,Q,1,8.75
511,trace_0.01,2,r,R,R,1,8.75
512,trace_0.01,2,a,A,A,1,8.75
512,trace_0.01,2,b,B,B,1,8.75
512,trace_0.01,2,c,C,C,1,8.75
512,trace_0.01,2,d,D,D,1,8.75
512,trace_0.01,2,e,E,E,1,8.75
512,trace_0.01,2,f,F,F,1,8.75
512,trace_0.01,2,g,G,G,1,8.75
512,trace_0.01,2,h,H,H,1,8.75
512,trace_0.01,2,i,I,I,1,8.75
512,trace_0.01,2,j,J,J,1,8.75
512,trace_0.01,2,k,K,K,1,8.75
512,trace_0.01,2,l,L,L,1,8.75
512,trace_0.01,2,m,M,M,1,8.75
512,trace_0.01,2,n,N,N,1,8.75
512,trace_0.01,2,o,O,O,1,8.75
